1	4	0
1	6	0
2	7	0
1	4	0
1	7	0
2	4	1
4	7	0
1	4	0
1	10	0
2	9	0
1	4	0
4	2	1
12	3	1
5	4	1
1	4	0
8	7	0
1	7	0
1	7	0
2	8	0
1	4	0
1	10	0
2	8	0
2	7	1
1	5	0
25	2	1
1	10	0
1	6	0
1	12	0
1	13	0
4	5	0
1	3	1
3	4	1
1	4	0
1	4	0
1	4	0
1	2	1
1	14	0
1	4	0
2	5	1
3	5	0
2	7	0
1	8	0
1	8	0
2	7	0
1	10	0
2	4	1
1	8	0
1	3	1
1	5	0
1	10	0
1	3	0
18	6	0
1	2	1
1	7	0
1	8	0
1	7	0
1	4	0
1	8	0
1	8	0
1	6	0
1	7	0
2	8	0
1	4	1
1	12	0
1	14	0
1	12	0
1	6	0
1	4	0
1	2	0
1	8	0
2	5	1
18	6	0
1	3	0
1	5	0
1	5	0
1	7	0
1	8	0
2	6	0
1	6	0
7	7	0
1	6	0
1	5	0
2	3	0
4	5	0
1	9	0
2	7	0
1	13	0
3	9	0
2	7	0
1	9	0
1	2	1
2	2	0
1	7	0
1	12	0
1	7	0
1	5	0
1	1	1
1	7	0
1	7	0
1	9	0
2	8	0
1	4	0
2	2	1
1	3	0
1	5	0
1	12	0
2	6	0
1	12	0
1	3	0
1	9	0
3	6	0
2	4	0
1	8	0
1	15	0
2	6	0
11	7	0
2	7	0
12	7	0
1	15	0
9	2	1
3	4	0
1	12	0
12	8	0
2	8	0
2	4	1
11	3	1
1	9	0
2	2	1
4	2	1
1	4	1
1	7	0
1	8	0
1	6	0
1	5	0
1	7	0
1	9	0
1	7	1
1	11	0
1	4	0
1	8	0
1	9	0
1	3	0
41	1	1
1	5	0
1	10	0
1	3	0
1	16	0
2	8	0
2	7	0
4	1	0
6	6	0
1	25	0
1	7	0
1	3	1
1	8	0
4	7	0
1	8	0
1	9	0
1	5	0
1	7	0
1	11	0
1	7	0
2	9	0
1	7	0
37	3	1
1	7	0
3	4	1
8	9	0
1	9	0
7	3	1
1	7	0
3	10	0
1	9	0
1	11	0
10	2	1
1	5	1
4	9	0
1	5	0
1	4	0
1	7	0
1	7	1
1	9	0
2	8	0
1	9	0
3	4	0
1	9	0
1	5	0
1	6	0
1	11	0
1	7	0
2	8	0
1	9	0
2	9	0
6	8	0
1	9	0
1	7	0
1	7	0
3	4	0
3	8	0
1	11	0
1	9	0
1	5	0
1	4	0
1	9	0
1	6	0
1	7	0
1	10	0
1	11	0
4	3	1
1	5	0
1	8	0
7	2	1
1	11	0
1	8	0
1	7	0
1	6	0
3	3	0
2	4	0
1	6	0
2	7	0
1	8	0
1	4	1
1	4	1
3	10	0
1	10	0
1	5	0
4	1	0
1	17	0
2	2	0
1	10	0
1	7	0
1	9	0
8	4	0
1	9	0
1	5	0
35	1	0
1	6	0
1	8	0
1	15	0
1	10	0
1	6	0
1	7	0
3	9	0
1	8	0
7	7	0
1	5	1
1	14	0
12	2	1
1	4	0
1	8	0
1	12	0
1	10	0
3	4	1
6	4	1
1	10	0
1	5	0
11	2	1
1	7	0
2	10	0
1	3	0
1	10	0
1	4	1
28	1	0
1	6	0
1	7	0
2	8	0
1	8	0
2	7	0
1	9	0
1	5	1
2	7	0
2	4	0
1	4	0
5	5	1
1	11	0
1	4	0
